1.1576	-0.0016	0.0054	0.6165	0.0007	0.0018	0.3068	0.0015	-0.0004	0.0840	-0.0020	0.0000	0.0000	0.0000
1.1542	-0.0018	0.0000	0.6069	0.0007	0.0000	0.3009	0.0014	0.0000	0.0841	-0.0020	0.0000	0.0000	0.0000
1.1600	-0.0010	0.0000	0.6133	0.0005	0.0000	0.3034	0.0009	0.0000	0.0852	-0.001	0.0000	0.0000	0.0000
1.0728	0.0000	0.0000	0.2946	0.0000	0.0000	0.0942	0.0000	0.0000	0.0149	0.0000	0.0000	0.0000	0.0000
1.0728	0.0000	0.0000	0.2946	0.0000	0.0000	0.0942	0.0000	0.0000	0.0149	0.0000	0.0000	0.0000	0.0000
1.0728	0.0000	0.0000	0.2946	0.0000	0.0000	0.0942	0.0000	0.0000	0.0149	0.0000	0.0000	0.0000	0.0000
1.0728	-0.0010	0.0000	0.2946	0.0003	0.0000	0.0942	0.0007	0.0000	0.0149	0.0000	0.0000	0.0000	0.0000
1.0363	0.0000	0.0000	0.1807	0.0000	0.0000	0.0427	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	0.0000
1.0363	0.0000	0.0000	0.1807	0.0000	0.0000	0.0427	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	0.0000
1.0363	0.0000	0.0000	0.1807	0.0000	0.0000	0.0427	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	0.0000
1.0363	0.0000	0.0000	0.1807	0.0000	0.0000	0.0427	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	0.0000
1.0363	-0.000315	0.0000	0.1807	0.00015	0.0000	0.0427	0.00066	0.0000	0.0100	0.0000	0.0000	0.0000	0.0000
